01:25:44.380 [WebSocketConnectReadThread-38] INFO  com.tan.labbackend.websocket.MyWebSocketClient - 客户端关闭成功
01:25:44.884 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:45.387 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:45.899 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:46.401 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:46.916 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:47.419 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:47.933 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:48.446 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:48.962 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:49.477 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:49.992 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:50.497 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:50.999 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:51.514 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:52.017 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:52.520 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:53.027 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:53.527 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:54.028 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:54.529 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:55.030 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:55.544 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:56.046 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:56.550 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:57.053 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:57.561 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:58.073 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:58.583 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:59.084 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:59.586 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:00.093 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:00.594 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:01.095 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:01.602 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:02.103 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:02.634 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:03.150 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:03.671 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:04.187 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:04.693 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:05.195 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:05.698 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:06.200 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:06.703 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:07.211 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:07.715 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:08.230 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:26:08.735 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
